1731238861.754125 server started (23799): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1731238861.754137 on Linux 6.11.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 01 Nov 2024 03:30:41 +0000
1731238861.754144 using libevent 2.1.12-stable poll
1731238861.754150 using utf8proc 2.9.0
1731238861.754152 using ncurses 6.5 20240427
1731238862.254267 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254269 tty_clear_line: /dev/pts/1, 127 at 0,30
1731238862.254271 /dev/pts/1: \033[31;1H
1731238862.254274 /dev/pts/1:                                                                                                                                
1731238862.254276 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,30 at 0,31, width 127
1731238862.254278 tty_draw_line: px=0 py=30 nx=127 atx=0 aty=31
1731238862.254280 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254282 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254284 tty_clear_line: /dev/pts/1, 127 at 0,31
1731238862.254287 /dev/pts/1: \033[32;1H
1731238862.254289 /dev/pts/1:                                                                                                                                
1731238862.254292 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,31 at 0,32, width 127
1731238862.254294 tty_draw_line: px=0 py=31 nx=127 atx=0 aty=32
1731238862.254296 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254298 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254300 tty_clear_line: /dev/pts/1, 127 at 0,32
1731238862.254302 /dev/pts/1: \033[33;1H
1731238862.254305 /dev/pts/1:                                                                                                                                
1731238862.254307 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,32 at 0,33, width 127
1731238862.254310 tty_draw_line: px=0 py=32 nx=127 atx=0 aty=33
1731238862.254312 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254317 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254319 tty_clear_line: /dev/pts/1, 127 at 0,33
1731238862.254321 /dev/pts/1: \033[34;1H
1731238862.254324 /dev/pts/1:                                                                                                                                
1731238862.254327 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,33 at 0,34, width 127
1731238862.254329 tty_draw_line: px=0 py=33 nx=127 atx=0 aty=34
1731238862.254331 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254333 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254335 tty_clear_line: /dev/pts/1, 127 at 0,34
1731238862.254337 /dev/pts/1: \033[35;1H
1731238862.254340 /dev/pts/1:                                                                                                                                
1731238862.254342 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,34 at 0,35, width 127
1731238862.254344 tty_draw_line: px=0 py=34 nx=127 atx=0 aty=35
1731238862.254346 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254349 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254351 tty_clear_line: /dev/pts/1, 127 at 0,35
1731238862.254353 /dev/pts/1: \033[36;1H
1731238862.254355 /dev/pts/1:                                                                                                                                
1731238862.254358 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,35 at 0,36, width 127
1731238862.254360 tty_draw_line: px=0 py=35 nx=127 atx=0 aty=36
1731238862.254362 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254364 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254366 tty_clear_line: /dev/pts/1, 127 at 0,36
1731238862.254369 /dev/pts/1: \033[37;1H
1731238862.254371 /dev/pts/1:                                                                                                                                
1731238862.254374 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,36 at 0,37, width 127
1731238862.254376 tty_draw_line: px=0 py=36 nx=127 atx=0 aty=37
1731238862.254378 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254380 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254382 tty_clear_line: /dev/pts/1, 127 at 0,37
1731238862.254384 /dev/pts/1: \033[38;1H
1731238862.254387 /dev/pts/1:                                                                                                                                
1731238862.254389 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,37 at 0,38, width 127
1731238862.254391 tty_draw_line: px=0 py=37 nx=127 atx=0 aty=38
1731238862.254393 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254396 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254398 tty_clear_line: /dev/pts/1, 127 at 0,38
1731238862.254400 /dev/pts/1: \033[39;1H
1731238862.254402 /dev/pts/1:                                                                                                                                
1731238862.254405 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,38 at 0,39, width 127
1731238862.254407 tty_draw_line: px=0 py=38 nx=127 atx=0 aty=39
1731238862.254409 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254411 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254413 tty_clear_line: /dev/pts/1, 127 at 0,39
1731238862.254415 /dev/pts/1: \033[40;1H
1731238862.254418 /dev/pts/1:                                                                                                                                
1731238862.254421 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,39 at 0,40, width 127
1731238862.254423 tty_draw_line: px=0 py=39 nx=127 atx=0 aty=40
1731238862.254425 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254427 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254429 tty_clear_line: /dev/pts/1, 127 at 0,40
1731238862.254431 /dev/pts/1: \033[41;1H
1731238862.254434 /dev/pts/1:                                                                                                                                
1731238862.254439 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,40 at 0,41, width 127
1731238862.254441 tty_draw_line: px=0 py=40 nx=127 atx=0 aty=41
1731238862.254443 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254445 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254448 tty_clear_line: /dev/pts/1, 127 at 0,41
1731238862.254450 /dev/pts/1: \033[42;1H
1731238862.254453 /dev/pts/1:                                                                                                                                
1731238862.254455 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,41 at 0,42, width 127
1731238862.254457 tty_draw_line: px=0 py=41 nx=127 atx=0 aty=42
1731238862.254460 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254462 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254464 tty_clear_line: /dev/pts/1, 127 at 0,42
1731238862.254466 /dev/pts/1: \033[43;1H
1731238862.254468 /dev/pts/1:                                                                                                                                
1731238862.254471 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,42 at 0,43, width 127
1731238862.254473 tty_draw_line: px=0 py=42 nx=127 atx=0 aty=43
1731238862.254475 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254477 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254479 tty_clear_line: /dev/pts/1, 127 at 0,43
1731238862.254482 /dev/pts/1: \033[44;1H
1731238862.254484 /dev/pts/1:                                                                                                                                
1731238862.254487 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,43 at 0,44, width 127
1731238862.254489 tty_draw_line: px=0 py=43 nx=127 atx=0 aty=44
1731238862.254491 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254493 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254495 tty_clear_line: /dev/pts/1, 127 at 0,44
1731238862.254497 /dev/pts/1: \033[45;1H
1731238862.254500 /dev/pts/1:                                                                                                                                
1731238862.254502 screen_redraw_draw_pane: /dev/pts/1 %0 line 0,44 at 0,45, width 127
1731238862.254504 tty_draw_line: px=0 py=44 nx=127 atx=0 aty=45
1731238862.254506 tty_draw_line: defaults: fg=45922496, bg=34738706
1731238862.254509 tty_draw_line: 127 to end of line (0 cleared)
1731238862.254511 tty_clear_line: /dev/pts/1, 127 at 0,45
1731238862.254513 /dev/pts/1: \033[46;1H
1731238862.254515 /dev/pts/1:                                                                                                                                
1731238862.254518 /dev/pts/1: \033(B\033[m
1731238862.254521 /dev/pts/1: \033[?12h\033[?25h
1731238862.254523 /dev/pts/1: current mode WRAP,MOUSE_BUTTON
1731238862.254525 /dev/pts/1: setting mode CURSOR,WRAP,MOUSE_BUTTON
1731238862.254528 /dev/pts/1: redraw added 6082 bytes
1731238862.254530 server_client_reset_state: client /dev/pts/1 mode CURSOR,WRAP
1731238862.254532 server_client_reset_state: cursor to 0,1
1731238862.254534 /dev/pts/1: \033[2;1H
1731238862.254537 /dev/pts/1 sync end
1731238862.254539 /dev/pts/1: \033P=2s\033\\
1731238862.254542 server_client_check_pane_buffer: pane %0 is on
1731238862.254544 @0 active pane changed
1731238862.254546 @0 name timer already queued (438669 left)
1731238862.254557 /dev/pts/1: wrote 6095 bytes (of 6095)
1731238862.254559 /dev/pts/1: waiting for redraw, 0 bytes left
1731238862.254563 redraw timer fired
1731238862.254566 cmdq_next <global>: empty
1731238862.254568 cmdq_next </dev/pts/1>: empty
1731238862.254570 server_client_reset_state: client /dev/pts/1 mode CURSOR,WRAP
1731238862.254573 server_client_reset_state: cursor to 0,1
1731238862.254575 server_client_check_pane_buffer: pane %0 is on
1731238862.254577 @0 active pane changed
1731238862.254579 @0 name timer already queued (438636 left)
1731238862.256944 %0 has 116 bytes
1731238862.256950 @0 alerts timer reset 0
1731238862.256954 screen_write_start_pane: size 127x45, pane %0 (at 0,0)
1731238862.256963 input_parse_buffer: %0 ground, 116 bytes: \033[1m\r\n\033[36m      /\\\r\n     /  \\\r\n    /    \\\r\n   /      \\\r\n\033[36m  /   ,,   \\\r\n /   |  |   \\\r\n/_-''    ''-_\\\033[m\033[1G\033[7A
1731238862.256967 input_csi_dispatch: 'm' "" "1"
1731238862.256970 parameter 0: number 1
1731238862.256972 input_c0_dispatch: '\r'
1731238862.256975 input_c0_dispatch: '\n'
1731238862.256978 screen_write_linefeed: at 0,0 (region 0-44)
1731238862.256980 input_csi_dispatch: 'm' "" "36"
1731238862.256982 parameter 0: number 36
1731238862.256986 screen_write_collect_end: 8       /\\ (at 0,1)
1731238862.256989 input_c0_dispatch: '\r'
1731238862.256991 input_c0_dispatch: '\n'
1731238862.256993 screen_write_linefeed: at 0,1 (region 0-44)
1731238862.256995 screen_write_collect_end: 9      /  \\ (at 0,2)
1731238862.256998 input_c0_dispatch: '\r'
1731238862.257000 input_c0_dispatch: '\n'
1731238862.257002 screen_write_linefeed: at 0,2 (region 0-44)
1731238862.257004 screen_write_collect_end: 10     /    \\ (at 0,3)
1731238862.257006 input_c0_dispatch: '\r'
1731238862.257008 input_c0_dispatch: '\n'
1731238862.257011 screen_write_linefeed: at 0,3 (region 0-44)
1731238862.257013 screen_write_collect_end: 11    /      \\ (at 0,4)
1731238862.257015 input_c0_dispatch: '\r'
1731238862.257017 input_c0_dispatch: '\n'
1731238862.257020 screen_write_linefeed: at 0,4 (region 0-44)
1731238862.257022 input_csi_dispatch: 'm' "" "36"
1731238862.257024 parameter 0: number 36
1731238862.257027 screen_write_collect_end: 12   /   ,,   \\ (at 0,5)
1731238862.257029 input_c0_dispatch: '\r'
1731238862.257031 input_c0_dispatch: '\n'
1731238862.257034 screen_write_linefeed: at 0,5 (region 0-44)
1731238862.257036 screen_write_collect_end: 13  /   |  |   \\ (at 0,6)
1731238862.257039 input_c0_dispatch: '\r'
1731238862.257042 input_c0_dispatch: '\n'
1731238862.257044 screen_write_linefeed: at 0,6 (region 0-44)
1731238862.257047 screen_write_collect_end: 14 /_-''    ''-_\\ (at 0,7)
1731238862.257049 input_csi_dispatch: 'm' "" ""
1731238862.257052 input_csi_dispatch: 'G' "" "1"
1731238862.257054 parameter 0: number 1
1731238862.257057 screen_write_cursormove: from 14,7 to 0,4294967295
1731238862.257059 input_csi_dispatch: 'A' "" "7"
1731238862.257061 parameter 0: number 7
1731238862.257064 /dev/pts/1: \r
1731238862.257067 /dev/pts/1: \n
1731238862.257076 /dev/pts/1: \033[38:2:93:107:141m
1731238862.257082 /dev/pts/1: \033[48:2:18:18:18m
1731238862.257084 /dev/pts/1: \033[1m
1731238862.257086 /dev/pts/1:       /\\
1731238862.257088 /dev/pts/1: \r
1731238862.257090 /dev/pts/1: \n
1731238862.257092 /dev/pts/1:      /  \\
1731238862.257094 /dev/pts/1: \r
1731238862.257096 /dev/pts/1: \n
1731238862.257098 /dev/pts/1:     /    \\
1731238862.257100 /dev/pts/1: \r
1731238862.257102 /dev/pts/1: \n
1731238862.257104 /dev/pts/1:    /      \\
1731238862.257106 /dev/pts/1: \r
1731238862.257108 /dev/pts/1: \n
1731238862.257110 /dev/pts/1:   /   ,,   \\
1731238862.257112 /dev/pts/1: \r
1731238862.257114 /dev/pts/1: \n
1731238862.257116 /dev/pts/1:  /   |  |   \\
1731238862.257118 /dev/pts/1: \r
1731238862.257120 /dev/pts/1: \n
1731238862.257122 /dev/pts/1: /_-''    ''-_\\
1731238862.257125 screen_write_collect_flush: flushed 7 items (screen_write_stop)
1731238862.257128 cmdq_next <global>: empty
1731238862.257130 cmdq_next </dev/pts/1>: empty
1731238862.257133 server_client_reset_state: client /dev/pts/1 mode CURSOR,WRAP
1731238862.257136 server_client_reset_state: cursor to 0,1
1731238862.257138 /dev/pts/1: \033[2;1H
1731238862.257141 /dev/pts/1: \033(B\033[m
1731238862.257144 server_client_check_pane_buffer: %0 has 116 minimum (of 116) bytes used
1731238862.257146 server_client_check_pane_buffer: pane %0 is on
1731238862.257149 @0 active pane changed
1731238862.257151 @0 name timer already queued (436065 left)
1731238862.257159 /dev/pts/1: wrote 141 bytes (of 141)
1731238862.257165 %0 has 431 bytes
1731238862.257170 @0 alerts timer reset 0
1731238862.257174 screen_write_start_pane: size 127x45, pane %0 (at 0,0)
1731238862.257190 input_parse_buffer: %0 ground, 431 bytes: \033[m\033[?7l\033[18C\033[m\033[1m\033[36m\342\225\255\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\224\200\342\225\256\033[m\033[m \033[m\033[m\r\n\033[18C\033[m\033[1m\033[36m\342\224\202 \033[31m\357\200\207 user    \033[36m\342\224\202\033[m\033[m \033[mwrp\033[m\r\n\033[18C\033[m\033[1m\033[36m\342\224\202 \033[32m\363\260\207\205 hname   \033[36m\342\224\202\033[m\033[m \033[mtoriama\033[m\r\n\033[18C\033[m\033[1m\033[36m\342\224\202 \033[33m\363\260\205\220 uptime  \033[36m\342\224\202\033[m\033[m \033[m25 mins\r\n\033[18C\033[m\033[1m\033[36m\342\224\202 \033[34m\357\205\274 distro  \033[36m\342\224\202\033[m\033[m \033[mArch Linux x86_64\r\n\033[18C\033[m\033[1m\033[36m\342\224\202 \033[35m\357\200\223 kernel  \033[36m\342\224\202\033[m\033[m \033[mLinux 6.11.6-arch1-1\r\n
1731238862.257199 input_csi_dispatch: 'm' "" ""
1731238862.257202 input_csi_dispatch: 'l' "?" "7"
1731238862.257204 parameter 0: number 7
1731238862.257207 screen_write_mode_clear: WRAP
1731238862.257209 input_csi_dispatch: 'C' "" "18"
1731238862.257211 parameter 0: number 18
1731238862.257214 input_csi_dispatch: 'm' "" ""
1731238862.257216 input_csi_dispatch: 'm' "" "1"
1731238862.257218 parameter 0: number 1
1731238862.257221 input_csi_dispatch: 'm' "" "36"
1731238862.257223 parameter 0: number 36
1731238862.257225 UTF-8 \342\225\255 is 0256D
1731238862.257228 utf8proc_wcwidth(0256D) returned 1
1731238862.257231 input_top_bit_set 3 '\342\225\255' (width 1)
1731238862.257233 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257236 screen_write_combine: character \342\225\255 at 18,0 (width 1)
1731238862.257238 UTF-8 \342\225\255 is 0256D
1731238862.257241 utf8_from_data: (1 3 \342\225\255) -> 43ad95e2
1731238862.257245 /dev/pts/1: \033[18C
1731238862.257249 /dev/pts/1: \033[38:2:93:107:141m
1731238862.257251 /dev/pts/1: \033[48:2:18:18:18m
1731238862.257253 /dev/pts/1: \033[1m
1731238862.257255 /dev/pts/1: \342\225\255
1731238862.257257 UTF-8 \342\224\200 is 02500
1731238862.257259 utf8proc_wcwidth(02500) returned 1
1731238862.257262 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257264 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257266 screen_write_combine: character \342\224\200 at 19,0 (width 1)
1731238862.257269 utf8_to_data: 43ad95e2 -> (1 3 \342\225\255)
1731238862.257271 UTF-8 \342\224\200 is 02500
1731238862.257273 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257276 /dev/pts/1: \342\224\200
1731238862.257278 UTF-8 \342\224\200 is 02500
1731238862.257280 utf8proc_wcwidth(02500) returned 1
1731238862.257282 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257284 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257286 screen_write_combine: character \342\224\200 at 20,0 (width 1)
1731238862.257289 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257291 UTF-8 \342\224\200 is 02500
1731238862.257293 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257295 /dev/pts/1: \342\224\200
1731238862.257297 UTF-8 \342\224\200 is 02500
1731238862.257299 utf8proc_wcwidth(02500) returned 1
1731238862.257302 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257304 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257306 screen_write_combine: character \342\224\200 at 21,0 (width 1)
1731238862.257308 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257310 UTF-8 \342\224\200 is 02500
1731238862.257313 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257315 /dev/pts/1: \342\224\200
1731238862.257317 UTF-8 \342\224\200 is 02500
1731238862.257319 utf8proc_wcwidth(02500) returned 1
1731238862.257321 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257323 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257325 screen_write_combine: character \342\224\200 at 22,0 (width 1)
1731238862.257328 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257333 UTF-8 \342\224\200 is 02500
1731238862.257336 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257338 /dev/pts/1: \342\224\200
1731238862.257340 UTF-8 \342\224\200 is 02500
1731238862.257342 utf8proc_wcwidth(02500) returned 1
1731238862.257344 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257347 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257349 screen_write_combine: character \342\224\200 at 23,0 (width 1)
1731238862.257351 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257353 UTF-8 \342\224\200 is 02500
1731238862.257355 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257357 /dev/pts/1: \342\224\200
1731238862.257359 UTF-8 \342\224\200 is 02500
1731238862.257361 utf8proc_wcwidth(02500) returned 1
1731238862.257363 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257366 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257368 screen_write_combine: character \342\224\200 at 24,0 (width 1)
1731238862.257370 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257372 UTF-8 \342\224\200 is 02500
1731238862.257374 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257376 /dev/pts/1: \342\224\200
1731238862.257378 UTF-8 \342\224\200 is 02500
1731238862.257380 utf8proc_wcwidth(02500) returned 1
1731238862.257383 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257385 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257387 screen_write_combine: character \342\224\200 at 25,0 (width 1)
1731238862.257390 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257391 UTF-8 \342\224\200 is 02500
1731238862.257394 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257396 /dev/pts/1: \342\224\200
1731238862.257398 UTF-8 \342\224\200 is 02500
1731238862.257400 utf8proc_wcwidth(02500) returned 1
1731238862.257402 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257404 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257407 screen_write_combine: character \342\224\200 at 26,0 (width 1)
1731238862.257409 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257411 UTF-8 \342\224\200 is 02500
1731238862.257413 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257415 /dev/pts/1: \342\224\200
1731238862.257417 UTF-8 \342\224\200 is 02500
1731238862.257419 utf8proc_wcwidth(02500) returned 1
1731238862.257421 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257424 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257426 screen_write_combine: character \342\224\200 at 27,0 (width 1)
1731238862.257428 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257430 UTF-8 \342\224\200 is 02500
1731238862.257432 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257434 /dev/pts/1: \342\224\200
1731238862.257436 UTF-8 \342\224\200 is 02500
1731238862.257438 utf8proc_wcwidth(02500) returned 1
1731238862.257440 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257443 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257445 screen_write_combine: character \342\224\200 at 28,0 (width 1)
1731238862.257447 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257449 UTF-8 \342\224\200 is 02500
1731238862.257451 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257453 /dev/pts/1: \342\224\200
1731238862.257455 UTF-8 \342\224\200 is 02500
1731238862.257458 utf8proc_wcwidth(02500) returned 1
1731238862.257460 input_top_bit_set 3 '\342\224\200' (width 1)
1731238862.257462 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257464 screen_write_combine: character \342\224\200 at 29,0 (width 1)
1731238862.257466 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257468 UTF-8 \342\224\200 is 02500
1731238862.257471 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1731238862.257473 /dev/pts/1: \342\224\200
1731238862.257475 UTF-8 \342\225\256 is 0256E
1731238862.257477 utf8proc_wcwidth(0256E) returned 1
1731238862.257482 input_top_bit_set 3 '\342\225\256' (width 1)
1731238862.257484 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257487 screen_write_combine: character \342\225\256 at 30,0 (width 1)
1731238862.257489 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1731238862.257491 UTF-8 \342\225\256 is 0256E
1731238862.257493 utf8_from_data: (1 3 \342\225\256) -> 43ae95e2
1731238862.257495 /dev/pts/1: \342\225\256
1731238862.257498 input_csi_dispatch: 'm' "" ""
1731238862.257500 input_csi_dispatch: 'm' "" ""
1731238862.257503 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257505 input_csi_dispatch: 'm' "" ""
1731238862.257508 input_csi_dispatch: 'm' "" ""
1731238862.257510 input_c0_dispatch: '\r'
1731238862.257512 input_c0_dispatch: '\n'
1731238862.257514 screen_write_linefeed: at 0,0 (region 0-44)
1731238862.257517 input_csi_dispatch: 'C' "" "18"
1731238862.257519 parameter 0: number 18
1731238862.257521 input_csi_dispatch: 'm' "" ""
1731238862.257523 input_csi_dispatch: 'm' "" "1"
1731238862.257525 parameter 0: number 1
1731238862.257528 input_csi_dispatch: 'm' "" "36"
1731238862.257530 parameter 0: number 36
1731238862.257532 UTF-8 \342\224\202 is 02502
1731238862.257534 utf8proc_wcwidth(02502) returned 1
1731238862.257536 input_top_bit_set 3 '\342\224\202' (width 1)
1731238862.257538 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257541 screen_write_combine: character \342\224\202 at 18,1 (width 1)
1731238862.257543 UTF-8 \342\224\202 is 02502
1731238862.257545 utf8_from_data: (1 3 \342\224\202) -> 438294e2
1731238862.257548 /dev/pts/1: \033[3;19H
1731238862.257550 /dev/pts/1: \342\224\202
1731238862.257552 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257555 /dev/pts/1:  
1731238862.257557 input_csi_dispatch: 'm' "" "31"
1731238862.257559 parameter 0: number 31
1731238862.257561 UTF-8 \357\200\207 is 0F007
1731238862.257564 utf8proc_wcwidth(0F007) returned 1
1731238862.257566 input_top_bit_set 3 '\357\200\207' (width 1)
1731238862.257568 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257570 screen_write_combine: character \357\200\207 at 20,1 (width 1)
1731238862.257572 UTF-8 \357\200\207 is 0F007
1731238862.257575 utf8_from_data: (1 3 \357\200\207) -> 438780ef
1731238862.257578 /dev/pts/1: \033[38:2:54:67:91m
1731238862.257580 /dev/pts/1: \357\200\207
1731238862.257582 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257584 /dev/pts/1:  
1731238862.257587 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257589 /dev/pts/1: u
1731238862.257592 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257594 /dev/pts/1: s
1731238862.257596 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257598 /dev/pts/1: e
1731238862.257601 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257603 /dev/pts/1: r
1731238862.257605 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257608 /dev/pts/1:  
1731238862.257610 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257612 /dev/pts/1:  
1731238862.257615 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257617 /dev/pts/1:  
1731238862.257619 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257622 /dev/pts/1:  
1731238862.257624 input_csi_dispatch: 'm' "" "36"
1731238862.257626 parameter 0: number 36
1731238862.257628 UTF-8 \342\224\202 is 02502
1731238862.257630 utf8proc_wcwidth(02502) returned 1
1731238862.257633 input_top_bit_set 3 '\342\224\202' (width 1)
1731238862.257635 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257637 screen_write_combine: character \342\224\202 at 30,1 (width 1)
1731238862.257639 UTF-8 \342\224\202 is 02502
1731238862.257641 utf8_from_data: (1 3 \342\224\202) -> 438294e2
1731238862.257647 /dev/pts/1: \033[38:2:93:107:141m
1731238862.257649 /dev/pts/1: \342\224\202
1731238862.257652 input_csi_dispatch: 'm' "" ""
1731238862.257654 input_csi_dispatch: 'm' "" ""
1731238862.257657 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257659 input_csi_dispatch: 'm' "" ""
1731238862.257661 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257664 /dev/pts/1: \033[C
1731238862.257666 /dev/pts/1: \033(B\033[m
1731238862.257669 /dev/pts/1: \033[38:2:188:184:192m
1731238862.257671 /dev/pts/1: \033[48:2:18:18:18m
1731238862.257673 /dev/pts/1: w
1731238862.257676 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257678 /dev/pts/1: r
1731238862.257680 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1731238862.257682 /dev/pts/1: p
1731238862.257685 input_csi_dispatch: 'm' "" ""
1731238862.257687 input_c0_dispatch: '\r'
1731238862.257689 input_c0_dispatch: '\n'
1731238862.257691 screen_write_linefeed: at 0,1 (region 0-44)
1731238862.257693 input_csi_dispatch: 'C' "" "18"
1731238862.257696 parameter 0: number 18
1731238862.257698 input_csi_dispatch: 'm' "" ""
1731238862.257700 input_csi_dispatch: 'm' "" "1"
1731238862.257702 parameter 0: number 1
1731238862.257704 input_csi_dispatch: 'm' "" "36"
1731238862.257706 parameter 0: number 36
1731238862.257708 UTF-8 \342\224\202 is 02502
1731238862.257711 utf8proc_wcwidth(02502) returned 1
1731238862.257713 input_top_bit_set 3 '\342\224\202' (width 1)
